0,1
1,1
00,2
01,2
10,2
11,2
000,3
001,3
010,3
011,3
100,3
101,3
110,3
111,3
0000,4
0001,4
0010,4
0011,4
0100,4
0101,4
0110,4
0111,4
1000,4
1001,4
1010,4
1011,4
1100,4
1101,4
1110,4
1111,4
00000,5
00001,5
00010,5
00011,5
00100,5
00101,5
00110,5
00111,5
01000,5
01001,5
01010,5
01011,5
01100,5
01101,5
01110,5
01111,5
10000,5
10001,5
10010,5
10011,5
10100,5
10101,5
10110,5
10111,5
11000,5
11001,5
11010,5
11011,5
11100,5
11101,5
11110,5
11111,5
000000,7
000001,7
000010,7
000011,7
000100,7
000101,7
000110,7
000111,7
001000,7
001001,7
001010,7
001011,7
001100,7
001101,7
001110,7
001111,7
010000,7
010001,7
010010,7
010011,7
010100,7
010101,7
010110,7
010111,7
011000,7
011001,7
011010,7
011011,7
011100,7
011101,7
011110,8
011111,7
100000,7
100001,8
100010,7
100011,7
100100,7
100101,7
100110,7
100111,7
101000,7
101001,7
101010,7
101011,7
101100,7
101101,7
101110,7
101111,7
110000,7
110001,7
110010,7
110011,7
110100,7
110101,7
110110,7
110111,7
111000,7
111001,7
111010,7
111011,7
111100,7
111101,7
111110,7
111111,7
0000000,9
0000001,9
0000010,13
0000011,9
0000100,9
0000101,9
0000110,13
0000111,9
0001000,9
0001001,9
0001010,9
0001011,9
0001100,9
0001101,9
0001110,9
0001111,9
0010000,9
0010001,9
0010010,9
0010011,9
0010100,9
0010101,9
0010110,9
0010111,9
0011000,9
0011001,9
0011010,9
0011011,9
0011100,9
0011101,9
0011110,9
0011111,9
0100000,13
0100001,9
0100010,9
0100011,9
0100100,9
0100101,9
0100110,9
0100111,9
0101000,9
0101001,9
0101010,13
0101011,9
0101100,9
0101101,9
0101110,13
0101111,9
0110000,13
0110001,9
0110010,9
0110011,9
0110100,9
0110101,9
0110110,9
0110111,9
0111000,9
0111001,9
0111010,13
0111011,9
0111100,9
0111101,9
0111110,9
0111111,9
1000000,9
1000001,9
1000010,9
1000011,9
1000100,9
1000101,13
1000110,9
1000111,9
1001000,9
1001001,9
1001010,9
1001011,9
1001100,9
1001101,9
1001110,9
1001111,13
1010000,9
1010001,13
1010010,9
1010011,9
1010100,9
1010101,13
1010110,9
1010111,9
1011000,9
1011001,9
1011010,9
1011011,9
1011100,9
1011101,9
1011110,9
1011111,13
1100000,9
1100001,9
1100010,9
1100011,9
1100100,9
1100101,9
1100110,9
1100111,9
1101000,9
1101001,9
1101010,9
1101011,9
1101100,9
1101101,9
1101110,9
1101111,9
1110000,9
1110001,9
1110010,9
1110011,9
1110100,9
1110101,9
1110110,9
1110111,9
1111000,9
1111001,13
1111010,9
1111011,9
1111100,9
1111101,13
1111110,9
1111111,9
00000000,18
00000001,14
00000010,14
00000011,13
00000100,13
00000101,14
00000110,14
00000111,13
00001000,18
00001001,13
00001010,16
00001011,13
00001100,29
00001101,29
00001110,30
00001111,14
00010000,18
00010001,20
00010010,16
00010011,13
00010100,27
00010101,27
00010110,13
00010111,15
00011000,14
00011001,13
00011010,16
00011011,13
00011100,14
00011101,13
00011110,13
00011111,13
00100000,13
00100001,18
00100010,19
00100011,13
00100100,13
00100101,13
00100110,13
00100111,13
00101000,27
00101001,13
00101010,17
00101011,15
00101100,14
00101101,13
00101110,13
00101111,13
00110000,29
00110001,13
00110010,13
00110011,13
00110100,14
00110101,13
00110110,16
00110111,13
00111000,14
00111001,13
00111010,13
00111011,13
00111100,14
00111101,13
00111110,13
00111111,13
01000000,14
01000001,13
01000010,24
01000011,13
01000100,19
01000101,30
01000110,18
01000111,13
01001000,16
01001001,16
01001010,14
01001011,13
01001100,13
01001101,30
01001110,15
01001111,29
01010000,16
01010001,14
01010010,14
01010011,13
01010100,17
01010101,14
01010110,14
01010111,27
01011000,16
01011001,13
01011010,17
01011011,13
01011100,13
01011101,30
01011110,13
01011111,14
01100000,14
01100001,13
01100010,18
01100011,13
01100100,13
01100101,13
01100110,13
01100111,13
01101000,13
01101001,13
01101010,14
01101011,13
01101100,16
01101101,16
01101110,20
01101111,13
01110000,30
01110001,13
01110010,15
01110011,13
01110100,13
01110101,14
01110110,20
01110111,20
01111000,13
01111001,13
01111010,13
01111011,18
01111100,13
01111101,13
01111110,14
01111111,14
10000000,14
10000001,14
10000010,13
10000011,13
10000100,18
10000101,13
10000110,13
10000111,13
10001000,20
10001001,20
10001010,14
10001011,13
10001100,13
10001101,15
10001110,13
10001111,30
10010000,13
10010001,20
10010010,16
10010011,16
10010100,13
10010101,14
10010110,13
10010111,13
10011000,13
10011001,13
10011010,13
10011011,13
10011100,13
10011101,18
10011110,13
10011111,14
10100000,14
10100001,13
10100010,30
10100011,13
10100100,13
10100101,17
10100110,13
10100111,16
10101000,27
10101001,14
10101010,14
10101011,17
10101100,13
10101101,14
10101110,14
10101111,16
10110000,29
10110001,15
10110010,30
10110011,13
10110100,13
10110101,14
10110110,16
10110111,16
10111000,13
10111001,18
10111010,30
10111011,19
10111100,13
10111101,24
10111110,13
10111111,14
11000000,13
11000001,13
11000010,13
11000011,14
11000100,13
11000101,13
11000110,13
11000111,14
11001000,13
11001001,16
11001010,13
11001011,14
11001100,13
11001101,13
11001110,13
11001111,29
11010000,13
11010001,13
11010010,13
11010011,14
11010100,15
11010101,17
11010110,13
11010111,27
11011000,13
11011001,13
11011010,13
11011011,13
11011100,13
11011101,19
11011110,18
11011111,13
11100000,13
11100001,13
11100010,13
11100011,14
11100100,13
11100101,16
11100110,13
11100111,14
11101000,15
11101001,13
11101010,27
11101011,27
11101100,13
11101101,16
11101110,20
11101111,18
11110000,14
11110001,30
11110010,29
11110011,29
11110100,13
11110101,16
11110110,13
11110111,18
11111000,13
11111001,14
11111010,14
11111011,13
11111100,13
11111101,14
11111110,14
11111111,18
000000000,21
000000001,23
000000010,15
000000011,20
000000100,18
000000101,15
000000110,15
000000111,22
000001000,19
000001001,15
000001010,15
000001011,20
000001100,19
000001101,15
000001110,15
000001111,22
000010000,21
000010001,23
000010010,17
000010011,20
000010100,23
000010101,21
000010110,25
000010111,22
000011000,22
000011001,22
000011010,17
000011011,20
000011100,23
000011101,26
000011110,27
000011111,22
000100000,19
000100001,18
000100010,21
000100011,21
000100100,19
000100101,22
000100110,21
000100111,25
000101000,25
000101001,28
000101010,19
000101011,28
000101100,27
000101101,15
000101110,18
000101111,22
000110000,22
000110001,18
000110010,21
000110011,32
000110100,25
000110101,23
000110110,17
000110111,25
